obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),fik,log_gf,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""424.28306""","=""0.0002""","=""424.282681""","=""0.000020""","=""3""","=""1.6e+07""","=""6.2e-03""","=""-1.36""",D,"=""3.01329987""","=""5.93468472""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4P).4p""","=""v 5D*""","=""4""",,"=""T3963""","=""L14866""",
"=""424.83302""","=""0.00013""","=""424.833043""","=""0.000020""","=""6""","=""2.0e+07""","=""5.9e-03""","=""-1.28""",D,"=""3.01062753""","=""5.92822786""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d5.(4P).4p""","=""v 5D*""","=""3""",,"=""T3963""","=""L14866""",
"=""425.22249""","=""0.00011""","=""425.222528""","=""0.000020""","=""9""","=""3.6e+07""","=""1.4e-02""","=""-1.01""",D,"=""3.01329987""","=""5.92822786""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4P).4p""","=""v 5D*""","=""3""",,"=""T3963""","=""L14866""",
"=""425.43517""","=""0.0006""","=""425.433602""","=""0.000022""","=""2480q""","=""2.84e+08""","=""1.10e-01""","=""-0.114""",B,"=""0.00000000""","=""2.91348182""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).4p""","=""z 7P*""","=""4""",,"=""T2887,T3125,T2360,T2778""","=""L14866""",
"=""425.54995""","=""0.00004""","=""425.54994""","=""0.00003""","=""170""","=""9.2e+07""","=""1.9e-02""","=""-0.60""",D,"=""3.00044215""","=""5.91312747""","=""3d4.4s2""","=""a 3H""","=""6""","=""3d4.(3H).4s.4p.(3P*)""","=""z 3I*""","=""7""",,"=""T3963""","=""L14866""",
"=""425.73476""","=""0.00013""","=""425.734756""","=""0.000020""","=""6""","=""1.4e+07""","=""5.6e-03""","=""-1.40""",D,"=""3.01329987""","=""5.92472080""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d5.(4P).4p""","=""v 5D*""","=""2""",,"=""T4288""","=""L14866""",
"=""426.13370""","=""0.00005""","=""426.13370""","=""0.00003""","=""32""","=""7.3e+07""","=""2.2e-02""","=""-0.70""",D,"=""2.91348182""","=""5.82217714""","=""3d5.(6S).4p""","=""z 7P*""","=""4""","=""3d4.4s.5s""","=""f 7D""","=""5""",,"=""T3963""","=""L14866""",
"=""426.16138""","=""0.00005""","=""426.16137""","=""0.00003""","=""43""","=""4.5e+07""","=""1.4e-02""","=""-0.91""",D,"=""3.12159404""","=""6.03010050""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""3F*""","=""3""",,"=""T3963""","=""L14866""",
"=""426.23637""","=""0.00005""","=""426.23635""","=""0.00003""","=""25""","=""2.2e+07""","=""8.4e-03""","=""-1.23""",D,"=""3.07899825""","=""5.98699306""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d4.(3H).4s.4p.(3P*)""","=""y 3H*""","=""4""",,"=""T3963""","=""L14866""",
"=""426.31382""","=""0.00004""","=""426.31382""","=""0.00004""","=""200""","=""1.1e+09""","=""2.0e-01""","=""0.47""",D,"=""3.84945609""","=""6.7569225""","=""3d5.(2I).4s""","=""a 3I""","=""7""","=""3d5.(2I).4p""","=""z 3K*""","=""8""",,"=""T3963""","=""L14866""",
"=""426.87874""","=""0.00007""","=""426.87876""","=""0.00004""","=""16""","=""2.2e+08""","=""4.6e-02""","=""-0.22""",D,"=""3.9795577""","=""6.8831764""","=""3d4.4s2""","=""a 1I""","=""6""","=""3d5.(2I).4p""","=""y 1I*""","=""6""",,"=""T3963""","=""L14866""",
"=""426.99505""","=""0.00005""","=""426.99504""","=""0.00003""","=""40""","=""3.5e+07""","=""1.1e-02""","=""-1.02""",D,"=""3.08689206""","=""5.98972002""","=""3d5.(4G).4s""","=""a 3G""","=""4""","=""3d4.(3H).4s.4p.(3P*)""","=""y 3H*""","=""5""",,"=""T3963""","=""L14866""",
"=""427.10617""","=""0.00005""","=""427.10614""","=""0.00003""","=""77""","=""6.9e+07""","=""1.7e-02""","=""-0.72""",D,"=""3.10437812""","=""6.00645098""","=""3d5.(4G).4s""","=""a 3G""","=""5""","=""3d4.(3H).4s.4p.(3P*)""","=""y 3H*""","=""6""",,"=""T1621n""","=""L14866""",
"=""427.29031""","=""0.00007""","=""427.29025""","=""0.00003""","=""21""","=""4.2e+07""","=""1.7e-02""","=""-0.94""",D,"=""2.89953685""","=""5.80035930""","=""3d5.(6S).4p""","=""z 7P*""","=""3""","=""3d4.4s.5s""","=""f 7D""","=""4""",,"=""T3963""","=""L14866""",
"=""427.48117""","=""0.0006""","=""427.479710""","=""0.000022""","=""2500q""","=""2.15e+08""","=""8.42e-02""","=""-0.230""",B,"=""0.00000000""","=""2.89953685""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).4p""","=""z 7P*""","=""3""",,"=""T2887,T3125,T2360,T3239""","=""L14866""",
"=""427.598""","=""0.006""","=""427.59701""","=""0.00020""","=""7w""","=""2.4e+08""","=""6.0e-02""","=""-0.18""",D,"=""3.87826474""","=""6.7770062""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""","=""""","=""e 5F""","=""5""",,"=""T3963""","=""L808""",
"=""428.04034""","=""0.00004""","=""428.04033""","=""0.00004""","=""180""","=""7.0e+08""","=""1.5e-01""","=""0.29""",D,"=""3.84961210""","=""6.7453514""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d5.(2I).4p""","=""z 3K*""","=""7""",,"=""T1621n""","=""L14866""",
"=""428.089""","=""0.006""","=""428.08837""","=""0.00004""","=""4w""","=""1.3e+07""","=""5.2e-03""","=""-1.44""",D,"=""3.42162179""","=""6.31703615""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d4.(3G).4s.4p.(3P*)""","=""w 3F*""","=""3""",,"=""T3963""","=""L808""",
"=""428.3004""","=""0.002""","=""428.29902""","=""0.00015""","=""4""","=""6.2e+07""","=""2.4e-02""","=""-0.77""",D,"=""4.2073736""","=""7.1013640""","=""3d4.4s2""","=""c 3D""","=""3""","=""3d4.(3D).4s.4p.(3P*)""","=""t 3F*""","=""3""",,"=""T3963""","=""L808""",
"=""428.856""","=""""","=""428.85513""","=""0.00007""","=""3:""","=""2.0e+07""","=""1.1e-02""","=""-1.27""",D,"=""3.0922396""","=""5.9824772""","=""3d4.4s2""","=""a 3F""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""3D*""","=""3""",,"=""T3963""","=""L9365""",
"=""428.97307""","=""0.0006""","=""428.97173""","=""0.00003""","=""2380q""","=""1.58e+08""","=""6.23e-02""","=""-0.360""",B,"=""0.00000000""","=""2.88945207""","=""3d5.(6S).4s""","=""a 7S""","=""3""","=""3d5.(6S).4p""","=""z 7P*""","=""2""",,"=""T2887,T3125,T2360,T3239""","=""L14866""",
"=""429.19582""","=""0.00005""","=""429.19580""","=""0.00004""","=""50""","=""1.2e+08""","=""4.7e-02""","=""-0.48""",D,"=""3.42162179""","=""6.3095654""","=""3d4.4s2""","=""b 3G""","=""3""","=""3d4.(3G).4s.4p.(3P*)""","=""w 3F*""","=""2""",,"=""T3963""","=""L14866""",
"=""429.35427""","=""0.00010""","=""429.354304""","=""0.000024""","=""12""","=""2.2e+07""","=""6.9e-03""","=""-1.21""",D,"=""2.91348182""","=""5.80035930""","=""3d5.(6S).4p""","=""z 7P*""","=""4""","=""3d4.4s.5s""","=""f 7D""","=""4""",,"=""T4288""","=""L14866""",
"=""429.611""","=""0.003""","=""429.60799""","=""0.00017""","=""2""","=""8.0e+07""","=""2.0e-02""","=""-0.65""",D,"=""4.6163561""","=""7.5015289""","=""3d5.(2G2).4s""","=""c 3G""","=""5""","=""3d5.(2G1).4p""","=""s 3G*""","=""4""",,"=""T3963""","=""L808""",
"=""429.62760""","=""0.00017""","=""429.62763""","=""0.00007""","=""4""","=""9.6e+06""","=""5.3e-03""","=""-1.58""",D,"=""3.0922396""","=""5.9772804""","=""3d4.4s2""","=""a 3F""","=""2""","=""3d4.(3F1).4s.4p.(3P*)""","=""3D*""","=""1""",,"=""T3963""","=""L14866""",
"=""429.66130""","=""0.00012""","=""429.66127""","=""0.00006""","=""9""","=""3.6e+07""","=""7.8e-03""","=""-1.00""",D,"=""3.84961210""","=""6.7344271""","=""3d5.(2I).4s""","=""a 3I""","=""6""","=""3d5.(2I).4p""","=""z 3K*""","=""6""",,"=""T3963""","=""L14866""",
"=""429.70466""","=""0.00005""","=""429.704668""","=""0.000024""","=""37""","=""3.4e+07""","=""1.9e-02""","=""-1.03""",D,"=""2.70878630""","=""5.59330998""","=""3d5.(4P).4s""","=""a 5P""","=""2""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""3""",,"=""T3963""","=""L14866""",
"=""429.77325""","=""0.00004""","=""429.77324""","=""0.00004""","=""150""","=""6.4e+08""","=""1.6e-01""","=""0.25""",D,"=""3.85036371""","=""6.7344271""","=""3d5.(2I).4s""","=""a 3I""","=""5""","=""3d5.(2I).4p""","=""z 3K*""","=""6""",,"=""T1621n""","=""L14866""",
"=""429.8048""","=""0.002""","=""429.80355""","=""0.00018""","=""10""","=""2.3e+08""","=""7.2e-02""","=""-0.19""",D,"=""4.6176689""","=""7.5015289""","=""3d5.(2G2).4s""","=""c 3G""","=""4""","=""3d5.(2G1).4p""","=""s 3G*""","=""4""",,"=""T3963""","=""L808""",
"=""429.97015""","=""0.00007""","=""429.970132""","=""0.000022""","=""17""","=""4.3e+07""","=""1.7e-02""","=""-0.93""",D,"=""2.89953685""","=""5.78227967""","=""3d5.(6S).4p""","=""z 7P*""","=""3""","=""3d4.4s.5s""","=""f 7D""","=""3""",,"=""T3963""","=""L14866""",
"=""430.05025""","=""0.00005""","=""430.05023""","=""0.00003""","=""62""","=""1.3e+08""","=""4.1e-02""","=""-0.43""",D,"=""3.43483025""","=""6.31703615""","=""3d4.4s2""","=""b 3G""","=""4""","=""3d4.(3G).4s.4p.(3P*)""","=""w 3F*""","=""3""",,"=""T3963""","=""L14866""",
"=""430.11744""","=""0.00005""","=""430.11743""","=""0.00003""","=""80""","=""2.3e+08""","=""5.9e-02""","=""-0.19""",D,"=""3.44884096""","=""6.33059653""","=""3d4.4s2""","=""b 3G""","=""5""","=""3d4.(3G).4s.4p.(3P*)""","=""w 3F*""","=""4""",,"=""T3963""","=""L14866""",
"=""430.2784""","=""0.002""","=""430.27352""","=""0.00022""","=""15""","=""2.8e+08""","=""6.9e-02""","=""-0.12""",D,"=""4.6163561""","=""7.4970663""","=""3d5.(2G2).4s""","=""c 3G""","=""5""","=""3d5.(2G1).4p""","=""s 3G*""","=""5""",,"=""T3963""","=""L808""",
"=""430.54379""","=""0.00007""","=""430.543673""","=""0.000024""","=""17""","=""3.8e+07""","=""2.1e-02""","=""-0.98""",D,"=""2.88945207""","=""5.76835475""","=""3d5.(6S).4p""","=""z 7P*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""2""",,"=""T1621n""","=""L14866""",
"=""430.76663""","=""0.00015""","=""430.76684""","=""0.00009""","=""5""","=""1.1e+08""","=""2.7e-02""","=""-0.53""",D,"=""4.6163561""","=""7.4937674""","=""3d5.(2G2).4s""","=""c 3G""","=""5""","=""3d5.(2H).4p""","=""x 1I*""","=""6""",,"=""T3963""","=""L14866""",
"=""430.973""","=""0.003""","=""430.9717""","=""0.0007""","=""8""","=""5.1e+07""","=""2.8e-02""","=""-0.85""",D,"=""4.2074798""","=""7.083523""","=""3d4.4s2""","=""c 3D""","=""2""","=""3d4.(1S1).4s.4p.(3P*)""","=""u 3P*""","=""1""",,"=""T3963""","=""L808""",
"=""431.24674""","=""0.00007""","=""431.24675""","=""0.00003""","=""20""","=""1.5e+07""","=""6.1e-03""","=""-1.37""",D,"=""3.11278390""","=""5.98699306""","=""3d4.4s2""","=""a 3F""","=""3""","=""3d4.(3H).4s.4p.(3P*)""","=""y 3H*""","=""4""",,"=""T3963""","=""L14866""",
"=""431.7901""","=""0.0004""","=""431.7901""","=""0.0004""","=""15""","=""5.5e+07""","=""2.2e-02""","=""-0.81""",D,"=""4.2073736""","=""7.077966""","=""3d4.4s2""","=""c 3D""","=""3""","=""3d4.(1S1).4s.4p.(3P*)""","=""u 3P*""","=""2""",,"=""T3963""","=""L9190""",
"=""431.96295""","=""0.00008""","=""431.96293""","=""0.00003""","=""15""","=""5.4e+07""","=""3.0e-02""","=""-0.82""",D,"=""2.88945207""","=""5.75889602""","=""3d5.(6S).4p""","=""z 7P*""","=""2""","=""3d4.4s.5s""","=""f 7D""","=""1""",,"=""T1621n""","=""L14866""",
"=""432.12362""","=""0.00007""","=""432.12355""","=""0.00003""","=""16""","=""1.0e+07""","=""2.9e-02""","=""-1.54""",D,"=""2.87187333""","=""5.74025070""","=""3d4.4s2""","=""a 3P""","=""0""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""1""",,"=""T3963""","=""L14866""",
"=""432.16145""","=""0.00005""","=""432.16143""","=""0.00003""","=""34""","=""1.9e+07""","=""5.8e-03""","=""-1.28""",D,"=""3.12159404""","=""5.98972002""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d4.(3H).4s.4p.(3P*)""","=""y 3H*""","=""5""",,"=""T3963""","=""L14866""",
"=""432.50613""","=""0.00004""","=""432.506125""","=""0.000024""","=""100""","=""9.8e+07""","=""3.1e-02""","=""-0.56""",D,"=""2.96741996""","=""5.83326016""","=""3d4.4s2""","=""a 3H""","=""4""","=""3d5.(4G).4p""","=""y 3G*""","=""3""",,"=""T3963""","=""L14866""",
"=""432.56262""","=""0.00015""","=""432.56252""","=""0.00006""","=""5""","=""1.4e+07""","=""5.6e-03""","=""-1.41""",D,"=""3.11278390""","=""5.9782505""","=""3d4.4s2""","=""a 3F""","=""3""","=""3d4.(3F1).4s.4p.(3P*)""","=""3D*""","=""2""",,"=""T3963""","=""L14866""",
"=""433.076""","=""0.003""","=""433.07639""","=""0.00003""","=""3""","=""7.0e+06""","=""2.8e-03""","=""-1.71""",D,"=""3.07899825""","=""5.94106486""","=""3d5.(4G).4s""","=""a 3G""","=""3""","=""3d5.(4G).4p""","=""u 5F*""","=""2""",,"=""T3963""","=""L808""",
"=""433.25557""","=""0.00014""","=""433.25553""","=""0.00008""","=""7""","=""1.5e+07""","=""4.6e-03""","=""-1.38""",D,"=""3.12159404""","=""5.9824772""","=""3d4.4s2""","=""a 3F""","=""4""","=""3d4.(3F1).4s.4p.(3P*)""","=""3D*""","=""3""",,"=""T3963""","=""L14866""",
"=""433.725""","=""0.006""","=""433.7168""","=""0.0008""","=""10w""","=""1.4e+08""","=""7.9e-02""","=""-0.40""",D,"=""4.2074798""","=""7.065320""","=""3d4.4s2""","=""c 3D""","=""2""","=""3d4.(3F1).4s.4p.(1P*)""","=""3G*""","=""3""",,"=""T3963""","=""L808""",
"=""433.75570""","=""0.00004""","=""433.755701""","=""0.000013""","=""1900""","=""2.74e+07""","=""2.58e-02""","=""-1.112""",B,"=""0.96841324""","=""3.82599758""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""",,"=""T4624""","=""L14866""",
"=""433.87720""","=""0.00007""","=""433.87722""","=""0.00004""","=""16""","=""4.9e+07""","=""2.8e-02""","=""-0.86""",D,"=""3.37521461""","=""6.23199865""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4D).4p""","=""w 3D*""","=""3""",,"=""T3963""","=""L14866""",
"=""433.94463""","=""0.00004""","=""433.944609""","=""0.000013""","=""2600""","=""4.84e+07""","=""2.74e-02""","=""-0.864""",B,"=""0.98287742""","=""3.83921781""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""",,"=""T4624""","=""L14866""",
"=""433.97105""","=""0.00004""","=""433.971051""","=""0.000019""","=""1120""","=""1.32e+07""","=""3.73e-02""","=""-1.428""",B,"=""0.96097009""","=""3.81713644""","=""3d4.4s2""","=""a 5D""","=""0""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""",,"=""T4624""","=""L14866""",
"=""434.01277""","=""0.00005""","=""434.01278""","=""0.00003""","=""78""","=""6.0e+07""","=""2.4e-02""","=""-0.77""",D,"=""2.70791527""","=""5.56380704""","=""3d5.(4P).4s""","=""a 5P""","=""3""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""2""",,"=""T3963""","=""L14866""",
"=""434.14519""","=""0.00015""","=""434.14519""","=""0.00003""","=""5""","=""3.2e+06""","=""1.8e-03""","=""-2.04""",E,"=""2.70878630""","=""5.56380704""","=""3d5.(4P).4s""","=""a 5P""","=""2""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""2""",,"=""T3963""","=""L14866""",
"=""434.31670""","=""0.00005""","=""434.31671""","=""0.00003""","=""26""","=""1.8e+07""","=""1.7e-02""","=""-1.29""",D,"=""2.70991379""","=""5.56380704""","=""3d5.(4P).4s""","=""a 5P""","=""1""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""2""",,"=""T3963""","=""L14866""",
"=""434.45016""","=""0.00004""","=""434.450128""","=""0.000021""","=""3100""","=""9.9e+07""","=""4.0e-02""","=""-0.55""",C,"=""1.00367492""","=""3.85669178""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""",,"=""T3196""","=""L14866""",
"=""434.50747""","=""0.00017""","=""434.50770""","=""0.00008""","=""4""","=""4.9e+07""","=""4.6e-02""","=""-0.86""",D,"=""3.36940787""","=""6.2220467""","=""3d5.(4P).4s""","=""b 3P""","=""1""","=""3d5.(4D).4p""","=""w 3D*""","=""2""",,"=""T4288""","=""L14866""",
"=""434.68185""","=""0.00004""","=""434.681838""","=""0.000021""","=""135""","=""8.1e+07""","=""2.1e-02""","=""-0.64""",D,"=""2.98256889""","=""5.83406495""","=""3d4.4s2""","=""a 3H""","=""5""","=""3d5.(4G).4p""","=""y 3G*""","=""4""",,"=""T4288""","=""L14866""",
"=""434.7491""","=""0.002""","=""434.74981""","=""0.00004""","=""8""","=""5.7e+06""","=""3.2e-03""","=""-1.79""",D,"=""2.98716595""","=""5.8382162""","=""3d4.4s2""","=""a 3P""","=""2""","=""3d4.(3P1).4s.4p.(3P*)""","=""z 3S*""","=""1""",,"=""T3963""","=""L808""",
"=""435.10495""","=""0.00004""","=""435.104951""","=""0.000017""","=""1080""","=""1.25e+07""","=""1.19e-02""","=""-1.448""",B,"=""0.96841324""","=""3.81713644""","=""3d4.4s2""","=""a 5D""","=""1""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""",,"=""T4624""","=""L14866""",
"=""435.17625""","=""0.00004""","=""435.176220""","=""0.000013""","=""3500""","=""1.3e+08""","=""4.2e-02""","=""-0.43""",C,"=""1.03000806""","=""3.87826474""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""5""",,"=""T3196""","=""L14866""",
"=""435.39390""","=""0.00017""","=""435.39399""","=""0.00008""","=""4""","=""6.5e+07""","=""3.7e-02""","=""-0.73""",D,"=""3.37521461""","=""6.2220467""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4D).4p""","=""w 3D*""","=""2""",,"=""T4288""","=""L14866""",
"=""435.67554""","=""0.00007""","=""435.67554""","=""0.00003""","=""18""","=""2.4e+07""","=""7.7e-03""","=""-1.16""",D,"=""3.01062753""","=""5.85561994""","=""3d5.(4D).4s""","=""b 5D""","=""4""","=""3d4.(3H).4s.4p.(3P*)""","=""x 5G*""","=""5""",,"=""T3963""","=""L14866""",
"=""435.75200""","=""0.00010""","=""435.75200""","=""0.00003""","=""14""","=""2.0e+07""","=""5.8e-02""","=""-1.24""",D,"=""3.36779583""","=""6.21228906""","=""3d5.(4P).4s""","=""b 3P""","=""0""","=""3d5.(4D).4p""","=""w 3D*""","=""1""",,"=""T3963""","=""L14866""",
"=""435.96246""","=""0.00004""","=""435.962444""","=""0.000013""","=""1420""","=""2.7e+07""","=""1.5e-02""","=""-1.11""",C,"=""0.98287742""","=""3.82599758""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""",,"=""T3196""","=""L14866""",
"=""436.29521""","=""0.00014""","=""436.29525""","=""0.00004""","=""6""","=""9.6e+06""","=""2.7e-02""","=""-1.56""",D,"=""2.87187333""","=""5.71282481""","=""3d4.4s2""","=""a 3P""","=""0""","=""3d5.(4P).4p""","=""y 3D*""","=""1""",,"=""T3963""","=""L14866""",
"=""436.31290""","=""0.00004""","=""436.312902""","=""0.000021""","=""120""","=""1.1e+08""","=""3.6e-02""","=""-0.50""",D,"=""2.96741996""","=""5.80825650""","=""3d4.4s2""","=""a 3H""","=""4""","=""3d4.(3H).4s.4p.(3P*)""","=""z 3G*""","=""3""",,"=""T3963""","=""L14866""",
"=""436.82542""","=""0.00007""","=""436.82543""","=""0.00003""","=""16""","=""1.9e+07""","=""7.7e-03""","=""-1.27""",D,"=""3.01329987""","=""5.8508033""","=""3d5.(4D).4s""","=""b 5D""","=""3""","=""3d4.(3H).4s.4p.(3P*)""","=""x 5G*""","=""4""",,"=""T3963""","=""L14866""",
"=""436.89148""","=""0.0002""","=""436.89148""","=""0.00003""","=""3""","=""1.7e+07""","=""1.0e-02""","=""-1.30""",D,"=""3.37521461""","=""6.21228906""","=""3d5.(4P).4s""","=""b 3P""","=""2""","=""3d5.(4D).4p""","=""w 3D*""","=""1""",,"=""T3963""","=""L14866""",
"=""437.07628""","=""0.00018""","=""437.07616""","=""0.00006""","=""4""","=""3.8e+07""","=""8.3e-03""","=""-0.97""",D,"=""3.9795577""","=""6.8154335""","=""3d4.4s2""","=""a 1I""","=""6""","=""3d5.(2I).4p""","=""z 1K*""","=""7""",,"=""T3963""","=""L14866""",
"=""437.087""","=""0.003""","=""437.0885""","=""0.0006""","=""5""","=""4.5e+07""","=""1.2e-02""","=""-0.89""",D,"=""3.85036371""","=""6.686159""","=""3d5.(2I).4s""","=""a 3I""","=""5""","=""3d3.(4F).4s2.4p""","=""v 3G*""","=""4""",,"=""T3963""","=""L808""",
"=""437.12748""","=""0.00004""","=""437.127465""","=""0.000014""","=""1400""","=""2.9e+07""","=""1.2e-02""","=""-1.08""",C,"=""1.00367492""","=""3.83921781""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""3""",,"=""T3196""","=""L14866""",
"=""437.32549""","=""0.00004""","=""437.325478""","=""0.000017""","=""170""","=""1.57e+06""","=""9.02e-04""","=""-2.346""",B,"=""0.98287742""","=""3.81713644""","=""3d4.4s2""","=""a 5D""","=""2""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""1""",,"=""T4624""","=""L14866""",
"=""437.36462""","=""0.00009""","=""437.36473""","=""0.00008""","=""15""","=""2.5e+08""","=""8.0e-02""","=""-0.14""",D,"=""4.4473700""","=""7.2813746""","=""3d5.(2H).4s""","=""b 3H""","=""4""","=""3d5.(2H).4p""","=""t 3H*""","=""4""",,"=""T3963""","=""L14866""",
"=""437.41537""","=""0.00004""","=""437.415357""","=""0.000021""","=""200""","=""1.13e+08""","=""2.50e-02""","=""-0.488""",C,"=""3.00044215""","=""5.83411881""","=""3d4.4s2""","=""a 3H""","=""6""","=""3d5.(4G).4p""","=""y 3G*""","=""5""",,"=""T2268""","=""L14866""",
"=""437.53303""","=""0.00004""","=""437.533013""","=""0.000021""","=""130""","=""6.5e+07""","=""1.7e-02""","=""-0.73""",D,"=""2.98256889""","=""5.81548356""","=""3d4.4s2""","=""a 3H""","=""5""","=""3d4.(3H).4s.4p.(3P*)""","=""z 3G*""","=""4""",,"=""T1621n""","=""L14866""",
"=""437.67953""","=""0.00007""","=""437.67945""","=""0.00006""","=""22""","=""4.2e+08""","=""9.2e-02""","=""0.08""",D,"=""4.4552365""","=""7.28720337""","=""3d5.(2H).4s""","=""b 3H""","=""6""","=""3d5.(2H).4p""","=""t 3H*""","=""6""",,"=""T3963""","=""L14866""",
"=""437.75441""","=""0.00005""","=""437.754375""","=""0.000021""","=""40""","=""1.6e+07""","=""1.6e-02""","=""-1.32""",D,"=""2.91511324""","=""5.74659540""","=""3d4.4s2""","=""a 3P""","=""1""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""2""",,"=""T4288""","=""L14866""",
"=""437.97763""","=""0.00012""","=""437.97770""","=""0.00003""","=""9""","=""1.3e+07""","=""7.7e-03""","=""-1.42""",D,"=""3.01279642""","=""5.84283485""","=""3d5.(4D).4s""","=""b 5D""","=""2""","=""3d4.(3H).4s.4p.(3P*)""","=""x 5G*""","=""3""",,"=""T3963""","=""L14866""",
"=""438.11097""","=""0.00005""","=""438.11097""","=""0.00004""","=""43""","=""3.0e+07""","=""1.7e-02""","=""-1.06""",D,"=""2.70878630""","=""5.5379638""","=""3d5.(4P).4s""","=""a 5P""","=""2""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""1""",,"=""T1621n""","=""L14866""",
"=""438.28549""","=""0.00010""","=""438.28564""","=""0.00004""","=""12""","=""9.0e+06""","=""8.6e-03""","=""-1.59""",D,"=""2.70991379""","=""5.5379638""","=""3d5.(4P).4s""","=""a 5P""","=""1""","=""3d4.(3P1).4s.4p.(3P*)""","=""v 5P*""","=""1""",,"=""T3963""","=""L14866""",
"=""438.49751""","=""0.00004""","=""438.497500""","=""0.000019""","=""1060""","=""2.4e+07""","=""7.8e-03""","=""-1.15""",D,"=""1.03000806""","=""3.85669178""","=""3d4.4s2""","=""a 5D""","=""4""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""",,"=""T3196""","=""L14866""",
"=""438.73749""","=""0.00005""","=""438.737503""","=""0.000019""","=""26""","=""1.6e+07""","=""1.6e-02""","=""-1.33""",D,"=""2.91511324""","=""5.74025070""","=""3d4.4s2""","=""a 3P""","=""1""","=""3d4.(3F1).4s.4p.(3P*)""","=""w 5D*""","=""1""",,"=""T3963""","=""L14866""",
"=""439.17509""","=""0.00004""","=""439.175079""","=""0.000014""","=""160""","=""1.44e+06""","=""5.95e-04""","=""-2.380""",B,"=""1.00367492""","=""3.82599758""","=""3d4.4s2""","=""a 5D""","=""3""","=""3d4.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""",,"=""T4624""","=""L14866""",
"=""439.35269""","=""0.00014""","=""439.35259""","=""0.00003""","=""8""","=""5.e+06""","=""1.6e-03""","=""-1.85""",E,"=""2.96741996""","=""5.78860234""","=""3d4.4s2""","=""a 3H""","=""4""","=""3d4.(3G).4s.4p.(3P*)""","=""w 5F*""","=""3""",,"=""T3963""","=""L14866""",
"=""439.72366""","=""0.00010""","=""439.72365""","=""0.00003""","=""12""","=""3.0e+07""","=""2.9e-02""","=""-1.06""",D,"=""3.01114742""","=""5.82994917""","=""3d5.(4D).4s""","=""b 5D""","=""1""","=""3d5.(4P).4p""","=""u 5P*""","=""1""",,"=""T1621n""","=""L14866""",
"=""439.98111""","=""0.00010""","=""439.98105""","=""0.00003""","=""10""","=""2.9e+07""","=""1.7e-02""","=""-1.07""",D,"=""3.01279642""","=""5.82994917""","=""3d5.(4D).4s""","=""b 5D""","=""2""","=""3d5.(4P).4p""","=""u 5P*""","=""1""",,"=""T1621n""","=""L14866""",
